Label;indegree;outdegree;Degree;modularity_class;eigencentrality;Eccentricity;closnesscentrality;harmonicclosnesscentrality;betweenesscentrality;X;Y;Size;Color
palingayudewe;0;1;1;437;0;1;1;1;0;0.41561;0.215601;0;"#00d0d2"
Danatakada;0;1;1;120;0;1;1;1;0;0.464626;0.604257;0;"#005c50"
RieHan74;0;1;1;282;0;2;0.6;0.666667;0;0.343165;0.283804;0;"#ff5166"
karimakayyim;13;2;15;282;0.064031;1;1;1;0.000002;0.330912;0.33202;0.081871;"#ff5166"
Fufufu812428;0;1;1;333;0;1;1;1;0;0.277336;0.328171;0;"#ff7b00"
metaslavesz;0;1;1;107;0;1;1;1;0;0.109779;0.208158;0;"#c0c0c0"
katakuening;1;0;1;107;0.004568;0;0;0;0;0.104885;0.192707;0;"#c0c0c0"
kkl988;0;4;4;333;0;1;1;1;0;0.353672;0.341364;0.017544;"#ff7b00"
alin_raihani;0;2;2;536;0;1;1;1;0;0.564943;0.396587;0.005848;"#ffa584"
RakhaRakha45;0;3;3;108;0;1;1;1;0;0.386371;0.909425;0.011696;"#c0c0c0"
eter_nia;1;0;1;108;0.004568;0;0;0;0;0.387249;0.893785;0;"#c0c0c0"
CallictusK;1;0;1;108;0.004568;0;0;0;0;0.387473;0.92402;0;"#c0c0c0"
lukmanihsan;0;1;1;148;0;1;1;1;0;0.393436;0.306806;0;"#00a7d4"
zandaayaa;1;0;1;108;0.004568;0;0;0;0;0.362092;0.922358;0;"#c0c0c0"
langit_biru78;0;6;6;246;0;2;0.875;0.928571;0;0.673836;0.728537;0.02924;"#35b3ff"
Balola72;1;1;2;246;0.004568;1;1;1;0;0.668168;0.669574;0.005848;"#35b3ff"
ristoooooooo;1;0;1;246;0.004568;0;0;0;0;0.669888;0.743409;0;"#35b3ff"
Ges_Sit;0;2;2;333;0;1;1;1;0;0.26213;0.360779;0.005848;"#ff7b00"
antokarief;2;0;2;246;0.009136;0;0;0;0;0.653856;0.775527;0.005848;"#35b3ff"
HaubAkalam;0;2;2;109;0;1;1;1;0;0.129519;0.634208;0.005848;"#c0c0c0"
NasbiHasan;2;0;2;109;0.009136;0;0;0;0;0.145327;0.648937;0.005848;"#c0c0c0"
BurhanMuhtadi;1;0;1;109;0.004568;0;0;0;0;0.103972;0.616581;0;"#c0c0c0"
kemkominfo;1;0;1;75;0.004568;0;0;0;0;0.641448;0.381162;0;"#00e3ff"
eddusays;0;4;4;120;0;1;1;1;0;0.394273;0.459489;0.017544;"#005c50"
SuketRambak;0;1;1;120;0;1;1;1;0;0.187861;0.491541;0;"#005c50"
cnbcindonesia;4;0;4;120;0.018272;0;0;0;0;0.221863;0.499028;0.017544;"#005c50"
ar1fd3rmawan;0;1;1;163;0;1;1;1;0;0.401511;0.681252;0;"#4d6400"
achamilan;0;1;1;110;0;1;1;1;0;0.803539;0.313498;0;"#99d27a"
mustafaagus007;0;3;3;536;0;1;1;1;0;0.493924;0.493239;0.011696;"#ffa584"
Altcoin_Whale1;2;0;2;536;0.009136;0;0;0;0;0.424543;0.417227;0.005848;"#ffa584"
Capitalisborju;0;1;1;246;0;1;1;1;0;0.698115;0.632828;0;"#35b3ff"
chubbyneoguri;0;1;1;111;0;1;1;1;0;0.946447;0.445157;0;"#c0c0c0"
shrimpsnugget;1;0;1;111;0.004568;0;0;0;0;0.956004;0.433251;0;"#c0c0c0"
jifortin;2;0;2;246;0.009136;0;0;0;0;0.32573;0.298458;0.005848;"#35b3ff"
afishare23;0;2;2;536;0;1;1;1;0;0.522631;0.511077;0.005848;"#ffa584"
tunggalcandra;0;1;1;536;0;1;1;1;0;0.67985;0.525958;0;"#ffa584"
AsrialChan53059;0;1;1;233;0;1;1;1;0;0.708039;0.412268;0;"#dba600"
qimprutdalban;2;18;20;608;0.022439;3;0.659091;0.787356;0.000003;0.553342;0.515324;0.111111;"#00d737"
tonybulumanu;4;0;4;608;0.033962;0;0;0;0;0.539493;0.463586;0.017544;"#00d737"
DarekaRendy;4;0;4;608;0.039403;0;0;0;0;0.555629;0.53213;0.017544;"#00d737"
G3nX_files;2;0;2;608;0.016964;0;0;0;0;0.527395;0.549848;0.005848;"#00d737"
EricRicaldo;1;0;1;608;0.012396;0;0;0;0;0.568046;0.586803;0;"#00d737"
florieliciouss;5;0;5;608;0.03853;0;0;0;0;0.586375;0.45286;0.023392;"#00d737"
are_inismyname;7;0;7;608;0.060969;0;0;0;0;0.567276;0.481501;0.035088;"#00d737"
FDonghun;1;0;1;608;0.012396;0;0;0;0;0.556627;0.583993;0;"#00d737"
99propaganda;5;0;5;608;0.03853;0;0;0;0;0.575417;0.457136;0.023392;"#00d737"
afifahafra79;0;3;3;536;0;1;1;1;0;0.378597;0.384029;0.011696;"#ffa584"
MaknaTelaga;0;1;1;112;0;1;1;1;0;0.458978;0.990027;0;"#c0c0c0"
ripbotttt;1;0;1;112;0.004568;0;0;0;0;0.468071;0.999324;0;"#c0c0c0"
rahmanrmyn;0;1;1;333;0;1;1;1;0;0.274306;0.364656;0;"#ff7b00"
fufufafagnarly;0;6;6;246;0;2;0.875;0.928571;0;0.463695;0.386513;0.02924;"#35b3ff"
Barita564246;1;0;1;246;0.004568;0;0;0;0;0.457573;0.300363;0;"#35b3ff"
Keuangan;1;0;1;113;0.006891;0;0;0;0;0.650673;0.102306;0;"#c0c0c0"
MelPrap170845;0;1;1;233;0;1;1;1;0;0.656005;0.719509;0;"#dba600"
LatteCookies_;0;1;1;120;0;1;1;1;0;0.173763;0.512239;0;"#005c50"
sugondese6666;2;0;2;437;0.009136;0;0;0;0;0.641932;0.281593;0.005848;"#00d0d2"
ProfesorZubairi;1;0;1;437;0.004568;0;0;0;0;0.287138;0.423816;0;"#00d0d2"
csp_priyo;1;0;1;437;0.004568;0;0;0;0;0.283327;0.452958;0;"#00d0d2"
SemutMerah2024;0;2;2;246;0;1;1;1;0;0.4537;0.501906;0.005848;"#35b3ff"
bahlillahadalia;5;0;5;246;0.02284;0;0;0;0;0.467828;0.536947;0.023392;"#35b3ff"
dibohongi_pakai;0;1;1;233;0;1;1;1;0;0.618782;0.708035;0;"#dba600"
RFhalessa25665;0;1;1;120;0;1;1;1;0;0.273486;0.465404;0;"#005c50"
pedulisehat;0;1;1;536;0;1;1;1;0;0.751751;0.400764;0;"#ffa584"
suryudana;0;1;1;437;0;1;1;1;0;0.70846;0.291015;0;"#00d0d2"
FirdausyMuh;0;1;1;536;0;2;0.529412;0.555556;0;0.447484;0.26035;0;"#ffa584"
alurpandang;0;1;1;114;0;1;1;1;0;0.709324;0.046676;0;"#c0c0c0"
txtfromkeuangan;2;0;2;114;0.009136;0;0;0;0;0.698209;0.067906;0.005848;"#c0c0c0"
gusbayu;0;2;2;536;0;1;1;1;0;0.484702;0.394845;0.005848;"#ffa584"
iciocaica;1;0;1;536;0.004568;0;0;0;0;0.61771;0.286858;0;"#ffa584"
_xoalsoxtm;0;2;2;115;0;1;1;1;0;0.688612;0.106156;0.005848;"#c0c0c0"
naddokkie;1;0;1;115;0.004568;0;0;0;0;0.673755;0.108374;0;"#c0c0c0"
coachaddie_off;0;1;1;536;0;1;1;1;0;0.567403;0.448879;0;"#ffa584"
geminaist;1;0;1;115;0.004568;0;0;0;0;0.700552;0.114601;0;"#c0c0c0"
awendehay;0;2;2;120;0;1;1;1;0;0.511845;0.548448;0.005848;"#005c50"
Johnwick2122;1;0;1;120;0.004568;0;0;0;0;0.58959;0.525885;0;"#005c50"
sentereus;0;1;1;158;0;1;1;1;0;0.657389;0.249433;0;"#853b22"
arddhe;0;1;1;158;0;1;1;1;0;0.66377;0.294937;0;"#853b22"
seizeyours;0;1;1;116;0;1;1;1;0;0.546312;0.890666;0;"#c0c0c0"
FPKSDPRRI;1;0;1;116;0.004568;0;0;0;0;0.541349;0.910222;0;"#c0c0c0"
arrylesmana2;0;1;1;163;0;1;1;1;0;0.435316;0.700227;0;"#4d6400"
nyaselangit;0;1;1;117;0;1;1;1;0;0.034746;0.683164;0;"#c0c0c0"
gladdiandra;1;0;1;117;0.004568;0;0;0;0;0.056907;0.687513;0;"#c0c0c0"
mehmed_II_;0;1;1;118;0;1;1;1;0;0.1736;0.220384;0;"#c0c0c0"
UmarHasibuan__;2;0;2;118;0.009136;0;0;0;0;0.144764;0.220869;0.005848;"#c0c0c0"
YTungge65518;0;1;1;618;0;1;1;1;0;0.807772;0.626212;0;"#ff56b5"
anggaandinata;2;0;2;618;0.009136;0;0;0;0;0.773642;0.594822;0.005848;"#ff56b5"
NatsratBayuni;0;1;1;233;0;1;1;1;0;0.739653;0.482674;0;"#dba600"
hendrowijonarko;1;5;6;148;0.004568;1;1;1;0;0.443448;0.444506;0.02924;"#00a7d4"
k3ifirAdan;0;4;4;120;0;1;1;1;0;0.599379;0.691356;0.017544;"#005c50"
Pentolkecakot;1;0;1;120;0.004568;0;0;0;0;0.657475;0.732988;0;"#005c50"
03__nakula;7;0;7;120;0.036623;0;0;0;0;0.537234;0.612988;0.035088;"#005c50"
dhunhilmenthol;1;0;1;120;0.004568;0;0;0;0;0.645018;0.738527;0;"#005c50"
jimdod108;0;2;2;359;0;1;1;1;0;0.610747;0.637707;0.005848;"#ff86ff"
Hilmi28;2;0;2;359;0.009136;0;0;0;0;0.666549;0.701511;0.005848;"#ff86ff"
gyeongwanyu1;0;9;9;633;0;1;1;1;0;0.662205;0.334646;0.046784;"#c0c0c0"
SayurLodehBTW2;3;0;3;633;0.016027;0;0;0;0;0.636501;0.263339;0.011696;"#c0c0c0"
ImMaul;1;0;1;633;0.004568;0;0;0;0;0.708268;0.324841;0;"#c0c0c0"
VainGloryjateng;1;2;3;633;0.004568;1;1;1;0;0.630576;0.274056;0.011696;"#c0c0c0"
lontecoklat;1;0;1;633;0.004568;0;0;0;0;0.701281;0.302645;0;"#c0c0c0"
aprilmop224;1;0;1;633;0.004568;0;0;0;0;0.714355;0.309519;0;"#c0c0c0"
AnnaAuroraLove;0;1;1;282;0;1;1;1;0;0.344177;0.7067;0;"#ff5166"
ersat83;0;1;1;227;0;1;1;1;0;0.49401;0.799845;0;"#c0c0c0"
PKSejahtera;7;0;7;227;0.031976;0;0;0;0;0.488495;0.758251;0.035088;"#c0c0c0"
EdwardSevino;0;4;4;94;0;1;1;1;0;0.646903;0.411929;0.017544;"#c0c0c0"
SuluhKebenaran;1;0;1;94;0.004568;0;0;0;0;0.703022;0.369851;0;"#c0c0c0"
IbrahimCholid;0;2;2;119;0;1;1;1;0;0.775861;0.142992;0.005848;"#c0c0c0"
threadshopee;1;0;1;119;0.004568;0;0;0;0;0.797473;0.133703;0;"#c0c0c0"
BpkBcw;1;0;1;119;0.004568;0;0;0;0;0.768954;0.130498;0;"#c0c0c0"
NaufalFajarSep1;0;1;1;120;0;1;1;1;0;0.577009;0.66421;0;"#005c50"
Semuett;0;3;3;227;0;2;0.714286;0.8;0;0.519845;0.832803;0.011696;"#c0c0c0"
Seph_Bimo;2;0;2;227;0.009136;0;0;0;0;0.536595;0.82555;0.005848;"#c0c0c0"
dody_13;1;0;1;227;0.004568;0;0;0;0;0.48429;0.846087;0;"#c0c0c0"
RivaldiFaza;1;2;3;227;0.004568;1;1;1;0;0.550278;0.83643;0.011696;"#c0c0c0"
yosefikr;0;1;1;121;0;1;1;1;0;0.090535;0.476522;0;"#c0c0c0"
sstarviin;1;0;1;121;0.004568;0;0;0;0;0.077665;0.481738;0;"#c0c0c0"
IshakSolih3;0;1;1;120;0;1;1;1;0;0.369544;0.597753;0;"#005c50"
tomingartun;0;2;2;246;0;1;1;1;0;0.272679;0.284562;0.005848;"#35b3ff"
_BangFu;1;0;1;246;0.004568;0;0;0;0;0.252476;0.293989;0;"#35b3ff"
mad48294962;0;1;1;122;0;1;1;1;0;0.903281;0.53526;0;"#c0c0c0"
petitstardust;1;0;1;122;0.004568;0;0;0;0;0.919342;0.540091;0;"#c0c0c0"
DiwanggaDiwang1;0;16;16;596;0;1;1;1;0;0.509784;0.570353;0.087719;"#dd99e5"
PPATK;1;0;1;596;0.004568;0;0;0;0;0.54224;0.642601;0;"#dd99e5"
Unair_Official;1;0;1;596;0.004568;0;0;0;0;0.506836;0.644348;0;"#dd99e5"
BuruhYogyakarta;1;0;1;596;0.004568;0;0;0;0;0.523636;0.638328;0;"#dd99e5"
MataNajwa;1;0;1;596;0.004568;0;0;0;0;0.530618;0.650323;0;"#dd99e5"
kratonjogja;1;0;1;596;0.004568;0;0;0;0;0.495063;0.630062;0;"#dd99e5"
trisakti_;1;0;1;596;0.004568;0;0;0;0;0.509968;0.632365;0;"#dd99e5"
ASEAN;1;0;1;596;0.004568;0;0;0;0;0.491343;0.64186;0;"#dd99e5"
BEMUI_Official;2;0;2;596;0.022439;0;0;0;0;0.502051;0.581985;0.005848;"#dd99e5"
PARTAIBURUH;1;0;1;596;0.004568;0;0;0;0;0.517529;0.651561;0;"#dd99e5"
GUSDURians;1;0;1;596;0.004568;0;0;0;0;0.466257;0.629283;0;"#dd99e5"
itbofficial;2;0;2;596;0.009136;0;0;0;0;0.547468;0.602152;0.005848;"#dd99e5"
PBNU_164;1;0;1;596;0.004568;0;0;0;0;0.480609;0.631143;0;"#dd99e5"
skyeagle805;1;2;3;536;0.007587;1;1;1;0;0.453204;0.480503;0.011696;"#ffa584"
BLiliang;1;2;3;536;0.007587;1;1;1;0;0.450938;0.491279;0.011696;"#ffa584"
PallakaGO;0;1;1;123;0;1;1;1;0;0.724168;0.053073;0;"#c0c0c0"
pakmul63;1;0;1;123;0.004568;0;0;0;0;0.7388;0.060682;0;"#c0c0c0"
theyudai;0;1;1;124;0;1;1;1;0;0.856554;0.646805;0;"#c0c0c0"
arman_dhani;2;0;2;124;0.009136;0;0;0;0;0.865227;0.656153;0.005848;"#c0c0c0"
ZyZee9;0;3;3;536;0;1;1;1;0;0.61635;0.382032;0.011696;"#ffa584"
UUzro57651;1;0;1;536;0.004568;0;0;0;0;0.672392;0.340875;0;"#ffa584"
Agas08Jun;1;0;1;536;0.004568;0;0;0;0;0.670904;0.355584;0;"#ffa584"
EriiicMartin;0;1;1;227;0;1;1;1;0;0.457975;0.781674;0;"#c0c0c0"
cakbulla;0;1;1;120;0;1;1;1;0;0.16848;0.641329;0;"#005c50"
lapislegitenak;0;1;1;125;0;1;1;1;0;0.988925;0.392122;0;"#c0c0c0"
wamadone;1;0;1;125;0.004568;0;0;0;0;0.99033;0.407002;0;"#c0c0c0"
harga_promo;0;3;3;359;0;1;1;1;0;0.4561;0.689652;0.011696;"#ff86ff"
PDI_Perjuangan;11;0;11;359;0.065874;0;0;0;0;0.424092;0.602489;0.05848;"#ff86ff"
PribumiIdn;1;0;1;359;0.004568;0;0;0;0;0.470856;0.73915;0;"#ff86ff"
brilliantAbed;2;0;2;359;0.009136;0;0;0;0;0.50992;0.702297;0.005848;"#ff86ff"
choiminne;1;1;2;578;0.004568;1;1;1;0;0.245588;0.259807;0.005848;"#c0c0c0"
baejinbol;1;0;1;578;0.006891;0;0;0;0;0.242414;0.284871;0;"#c0c0c0"
anayyana_;0;1;1;126;0;1;1;1;0;0.997517;0.451921;0;"#c0c0c0"
ChangeOrg_ID;1;0;1;126;0.004568;0;0;0;0;0.973644;0.45463;0;"#c0c0c0"
YuanCakra;0;1;1;127;0;1;1;1;0;0.791252;0.203793;0;"#c0c0c0"
garagarabola_;1;0;1;127;0.004568;0;0;0;0;0.799699;0.215489;0;"#c0c0c0"
Blueishgardenn;0;1;1;128;0;1;1;1;0;0.430047;0.970543;0;"#c0c0c0"
bagjatansah;1;0;1;128;0.004568;0;0;0;0;0.426495;0.993795;0;"#c0c0c0"
cursedtune;0;1;1;129;0;1;1;1;0;0.782685;0.691826;0;"#c0c0c0"
suikerlaan;1;0;1;129;0.004568;0;0;0;0;0.782796;0.707476;0;"#c0c0c0"
DenDjaka14;0;1;1;282;0;2;0.6;0.666667;0;0.350628;0.273037;0;"#ff5166"
yanjiro38;0;1;1;233;0;1;1;1;0;0.592858;0.703934;0;"#dba600"
you_suphi;1;0;1;233;0.004568;0;0;0;0;0.701956;0.313929;0;"#dba600"
tijabar;1;0;1;233;0.004568;0;0;0;0;0.684897;0.309075;0;"#dba600"
MarioIs_MyName;0;4;4;163;0;1;1;1;0;0.399507;0.364827;0.017544;"#4d6400"
__AnakKolong;8;0;8;163;0.044406;0;0;0;0;0.419112;0.429231;0.040936;"#4d6400"
yyonirudy;1;0;1;163;0.004568;0;0;0;0;0.331005;0.316728;0;"#4d6400"
kezia_stal;1;0;1;163;0.004568;0;0;0;0;0.356504;0.318137;0;"#4d6400"
teledik;0;1;1;227;0;1;1;1;0;0.463022;0.807703;0;"#c0c0c0"
zenny_ahmad;0;1;1;282;0;1;1;1;0;0.365797;0.693911;0;"#ff5166"
3pmatevening;0;1;1;130;0;1;1;1;0;0.883027;0.254304;0;"#c0c0c0"
txtfrombook;2;0;2;130;0.009136;0;0;0;0;0.878718;0.276866;0.005848;"#c0c0c0"
Yusufbudiono6;0;1;1;131;0;1;1;1;0;0.348411;0.928352;0;"#c0c0c0"
catsedih;1;0;1;131;0.004568;0;0;0;0;0.348181;0.914353;0;"#c0c0c0"
mhayyun21;0;1;1;227;0;1;1;1;0;0.472927;0.816513;0;"#c0c0c0"
kylietora;0;1;1;132;0;1;1;1;0;0.493925;0.960235;0;"#c0c0c0"
wincayyy;1;0;1;132;0.004568;0;0;0;0;0.498597;0.975534;0;"#c0c0c0"
TechnoIsMe8789;0;3;3;233;0;1;1;1;0;0.688542;0.645843;0.011696;"#dba600"
ke_gemini22020;1;0;1;233;0.004568;0;0;0;0;0.726754;0.636725;0;"#dba600"
Verraagustian_;1;0;1;233;0.004568;0;0;0;0;0.73483;0.603927;0;"#dba600"
fathullahfathu2;0;1;1;120;0;1;1;1;0;0.186891;0.544627;0;"#005c50"
Rajafesbuk;0;1;1;133;0;1;1;1;0;0.112508;0.784909;0;"#c0c0c0"
everwintre;1;0;1;133;0.004568;0;0;0;0;0.104792;0.772401;0;"#c0c0c0"
wxnnermor;0;1;1;618;0;1;1;1;0;0.740824;0.67334;0;"#ff56b5"
trhrtw;0;1;1;75;0;1;1;1;0;0.563354;0.218038;0;"#00e3ff"
EfendiYanto;0;3;3;120;0;1;1;1;0;0.504215;0.487411;0.011696;"#005c50"
jametsurabaya;0;2;2;287;0;1;1;1;0;0.728683;0.224848;0.005848;"#babaaf"
notfatjustflffy;1;0;1;287;0.004568;0;0;0;0;0.737166;0.208967;0;"#babaaf"
ninta89552217;0;1;1;246;0;2;0.666667;0.75;0;0.347599;0.403552;0;"#35b3ff"
itsmejenox;0;2;2;134;0;1;1;1;0;0.662548;0.08385;0.005848;"#c0c0c0"
nanalogics;1;0;1;134;0.004568;0;0;0;0;0.653939;0.071379;0;"#c0c0c0"
samoobit;1;0;1;134;0.004568;0;0;0;0;0.667471;0.068897;0;"#c0c0c0"
Arwandkt;1;7;8;344;0.004568;1;1;1;0;0.483783;0.516484;0.040936;"#00c381"
Kempa24739957;0;1;1;233;0;1;1;1;0;0.731929;0.443859;0;"#dba600"
Biryani568211;0;1;1;233;0;1;1;1;0;0.730592;0.496784;0;"#dba600"
ngelutenan;0;1;1;135;0;1;1;1;0;0.024481;0.482289;0;"#c0c0c0"
susahmiskin___;1;0;1;135;0.004568;0;0;0;0;0.012765;0.489485;0;"#c0c0c0"
reprlien;0;1;1;136;0;1;1;1;0;0.813943;0.214741;0;"#c0c0c0"
bubbymun;1;0;1;136;0.004568;0;0;0;0;0.796323;0.191826;0;"#c0c0c0"
kyloobites;0;1;1;137;0;1;1;1;0;0.064223;0.368891;0;"#c0c0c0"
maueval;1;0;1;137;0.004568;0;0;0;0;0.076034;0.36194;0;"#c0c0c0"
iMasjidPonorogo;0;1;1;48;0;1;1;1;0;0.307226;0.159477;0;"#c0c0c0"
YouTube;3;0;3;48;0.018351;0;0;0;0;0.31766;0.150546;0.011696;"#c0c0c0"
ENYANGENYA71946;0;1;1;138;0;1;1;1;0;0.644017;0.965107;0;"#c0c0c0"
gm_gm;1;0;1;138;0.004568;0;0;0;0;0.64077;0.979609;0;"#c0c0c0"
koganenohikari;1;1;2;629;0.004568;1;1;1;0;0.684671;0.948997;0.005848;"#c0c0c0"
yourguanyin;1;0;1;629;0.006891;0;0;0;0;0.719221;0.948411;0;"#c0c0c0"
kimi198021;0;1;1;163;0;1;1;1;0;0.391758;0.692084;0;"#4d6400"
bukan4non;0;3;3;139;0;1;1;1;0;0.844407;0.25725;0.011696;"#c0c0c0"
pandugik;1;0;1;139;0.004568;0;0;0;0;0.83531;0.232203;0;"#c0c0c0"
pikirsiora;1;0;1;139;0.004568;0;0;0;0;0.827748;0.246973;0;"#c0c0c0"
blessedchoke;1;0;1;139;0.004568;0;0;0;0;0.862903;0.275364;0;"#c0c0c0"
pulicilogis;0;6;6;148;0;1;1;1;0;0.766682;0.398581;0.02924;"#00a7d4"
benstorming_;1;0;1;148;0.004568;0;0;0;0;0.801838;0.414233;0;"#00a7d4"
helmi_stbd;4;0;4;608;0.024309;0;0;0;0;0.752329;0.470932;0.017544;"#00d737"
kayajompo;1;0;1;148;0.004568;0;0;0;0;0.789217;0.412676;0;"#00a7d4"
xxitentacion;1;0;1;148;0.004568;0;0;0;0;0.805101;0.39924;0;"#00a7d4"
urlday_id;0;4;4;633;0;2;0.833333;0.9;0;0.506193;0.218432;0.017544;"#c0c0c0"
Bang_Ramzan;1;0;1;633;0.004568;0;0;0;0;0.469105;0.173744;0;"#c0c0c0"
blckLotus_;0;1;1;140;0;1;1;1;0;0.076722;0.742612;0;"#c0c0c0"
GIBOLofficial;1;0;1;140;0.004568;0;0;0;0;0.062818;0.743632;0;"#c0c0c0"
oentoengsuratma;0;1;1;54;0;1;1;1;0;0.1625;0.694193;0;"#c0c0c0"
PerciKecil;0;1;1;141;0;1;1;1;0;0.375433;0.167823;0;"#c0c0c0"
kemgelapan;6;0;6;141;0.029731;0;0;0;0;0.353595;0.170494;0.02924;"#c0c0c0"
jiheou;0;1;1;142;0;1;1;1;0;0.000723;0.526465;0;"#c0c0c0"
ninemetie;1;0;1;142;0.004568;0;0;0;0;0.003297;0.540418;0;"#c0c0c0"
AliJoha20798516;0;1;1;333;0;1;1;1;0;0.331619;0.236841;0;"#ff7b00"
Awan2379;0;1;1;333;0;1;1;1;0;0.279151;0.342036;0;"#ff7b00"
EEnesje23201;0;1;1;120;0;1;1;1;0;0.243493;0.501425;0;"#005c50"
cimosoft;0;1;1;143;0;1;1;1;0;0.898239;0.324861;0;"#c0c0c0"
lyraazaleaa;1;0;1;143;0.004568;0;0;0;0;0.884403;0.316286;0;"#c0c0c0"
elnayaja;0;1;1;120;0;1;1;1;0;0.18212;0.638127;0;"#005c50"
ilhambale11;0;2;2;536;0;1;1;1;0;0.406511;0.375716;0.005848;"#ffa584"
putriiidsb;2;0;2;536;0.009136;0;0;0;0;0.378236;0.318268;0.005848;"#ffa584"
DenganApek;0;5;5;167;0;1;1;1;0;0.59346;0.142656;0.023392;"#c0c0c0"
ashyourbae;1;0;1;167;0.004568;0;0;0;0;0.567442;0.133301;0;"#c0c0c0"
jembermfs;2;0;2;167;0.009136;0;0;0;0;0.623655;0.150013;0.005848;"#c0c0c0"
siriuszss;1;0;1;167;0.004568;0;0;0;0;0.558341;0.142883;0;"#c0c0c0"
mengaduw;1;0;1;167;0.004568;0;0;0;0;0.600203;0.155117;0;"#c0c0c0"
petrikorhujan;1;0;1;167;0.004568;0;0;0;0;0.600825;0.119326;0;"#c0c0c0"
RubyDjasa;0;3;3;282;0;2;0.714286;0.8;0;0.386247;0.622334;0.011696;"#ff5166"
50ngoku;1;0;1;282;0.004568;0;0;0;0;0.330335;0.613077;0;"#ff5166"
ferrykoto;3;2;5;282;0.019741;1;1;1;0;0.471189;0.617876;0.023392;"#ff5166"
KRA_RizkiBaruna;0;1;1;144;0;1;1;1;0;0.641376;0.033611;0;"#c0c0c0"
indonesans;1;0;1;144;0.004568;0;0;0;0;0.655776;0.038973;0;"#c0c0c0"
CharlesBerklay;0;1;1;145;0;1;1;1;0;0.498447;0.917596;0;"#c0c0c0"
Pak_Irv;1;0;1;145;0.004568;0;0;0;0;0.482165;0.918996;0;"#c0c0c0"
CihuyMustajab;0;1;1;227;0;1;1;1;0;0.764844;0.72832;0;"#c0c0c0"
romeogadungan;6;0;6;227;0.029731;0;0;0;0;0.730962;0.746619;0.02924;"#c0c0c0"
ch_chotimah2;4;0;4;163;0.018272;0;0;0;0;0.391289;0.580925;0.017544;"#4d6400"
saturnated;0;1;1;146;0;1;1;1;0;0.011824;0.473929;0;"#c0c0c0"
kerukunanwarga;1;0;1;146;0.004568;0;0;0;0;0;0.481366;0;"#c0c0c0"
sinpotv;0;1;1;596;0;1;1;1;0;0.645476;0.425729;0;"#dd99e5"
nhangginiz;0;1;1;233;0;1;1;1;0;0.721765;0.470853;0;"#dba600"
tribunpontianak;0;1;1;147;0;1;1;1;0;0.732091;0.759529;0;"#c0c0c0"
tribunnews;2;0;2;147;0.009136;0;0;0;0;0.730459;0.732249;0.005848;"#c0c0c0"
ichan_norax;1;1;2;233;0.004568;1;1;1;0;0.725267;0.485515;0.005848;"#dba600"
femmenfierce;0;1;1;158;0;1;1;1;0;0.697906;0.277237;0;"#853b22"
nugraha_besoes;0;1;1;148;0;1;1;1;0;0.474418;0.287866;0;"#00a7d4"
HALAluluuu;0;1;1;537;0;1;1;1;0;0.356937;0.759056;0;"#c0c0c0"
luxuriouschestt;0;1;1;149;0;1;1;1;0;0.125973;0.237986;0;"#c0c0c0"
txtdaritadee;1;0;1;149;0.004568;0;0;0;0;0.137462;0.248142;0;"#c0c0c0"
vinosa;0;1;1;227;0;1;1;1;0;0.497816;0.811847;0;"#c0c0c0"
JakaGolook71;0;1;1;233;0;1;1;1;0;0.72659;0.455982;0;"#dba600"
DestsPangestuni;0;2;2;39;0;2;0.75;0.833333;0;0.194773;0.410337;0.005848;"#7cce00"
princesstayuya;1;0;1;39;0.004568;0;0;0;0;0.215327;0.370797;0;"#7cce00"
DAzp16;0;1;1;163;0;1;1;1;0;0.410733;0.709389;0;"#4d6400"
YOUngBian;0;1;1;150;0;1;1;1;0;0.036543;0.640664;0;"#c0c0c0"
hirotocintaku;1;0;1;150;0.004568;0;0;0;0;0.05192;0.648082;0;"#c0c0c0"
sunsetrav3n;0;3;3;771;0;1;1;1;0;0.675977;0.181965;0.011696;"#c0c0c0"
andikamalreza;1;0;1;771;0.004568;0;0;0;0;0.66022;0.206782;0;"#c0c0c0"
AkilaNazaffu;1;0;1;771;0.004568;0;0;0;0;0.635831;0.178169;0;"#c0c0c0"
GagahMakmu44043;0;1;1;333;0;1;1;1;0;0.212453;0.458222;0;"#ff7b00"
P3gEl;4;0;4;333;0.018272;0;0;0;0;0.252641;0.40469;0.017544;"#ff7b00"
svearine;0;1;1;151;0;1;1;1;0;0.869679;0.181871;0;"#c0c0c0"
okiawag;1;0;1;151;0.004568;0;0;0;0;0.860424;0.169194;0;"#c0c0c0"
SultanH04160212;0;1;1;233;0;1;1;1;0;0.648057;0.695232;0;"#dba600"
narhania;0;2;2;39;0;2;0.75;0.833333;0;0.179204;0.500255;0.005848;"#7cce00"
salun1128;1;0;1;39;0.004568;0;0;0;0;0.176221;0.534181;0;"#7cce00"
ddwnrffh;0;2;2;633;0;1;1;1;0;0.611202;0.216552;0.005848;"#c0c0c0"
k;1;0;1;344;0.004568;0;0;0;0;0.534893;0.582723;0;"#00c381"
Dewasenja280781;0;1;1;120;0;1;1;1;0;0.199199;0.65332;0;"#005c50"
Choheeteuk;0;1;1;152;0;1;1;1;0;0.807796;0.201378;0;"#c0c0c0"
lufienaa;1;0;1;152;0.004568;0;0;0;0;0.821883;0.201942;0;"#c0c0c0"
