"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"","@ssfly17","2024-12-30T10:52:55.000Z","Maap nih.. anda  enak hidup udh sangat berkecukupan, belum lagi dapet tunjangan puluhan juta sebagai mantan presiden. Ya jelas ppn 12% mah ga ngepek apa² dihidup anda. Tapi rakyat yg sehari² hidup buat makan aja susah, bakal makin susah klo kebutuhan pokok makin mahal. x.com/Beritasatu/sta
…","0","0","0","49","[]","['@jokowi']","https://x.com/ssfly17/status/1873683682277593381","tweet_id:1873683682277593381","[]"
"CNBC Indonesia","@cnbcindonesia","2024-12-30T10:52:40.000Z","Transaksi Saham Kena PPN 12% Mulai Tahun Depan","0","2","0","453","[]","[]","https://x.com/cnbcindonesia/status/1873683619073724541","tweet_id:1873683619073724541","[]"
"ZA","@heyanzrh","2024-12-30T10:52:20.000Z","PPN 12% mulai berasa krn monas AW PENDEK bgt skrg","0","0","0","43","[]","[]","https://x.com/heyanzrh/status/1873683533820223525","tweet_id:1873683533820223525","[]"
"Pipichuu","@aintn0thing","2024-12-30T10:51:23.000Z","Menikah tanpa dibebani ppn 12%","1","0","0","37","[]","[]","https://x.com/aintn0thing/status/1873683296053498014","tweet_id:1873683296053498014","['@cunayah092']"
"tri","@browniebitessss","2024-12-30T10:50:38.000Z","blm siap ngadepin ppn 12%","0","0","0","42","[]","[]","https://x.com/browniebitessss/status/1873683106311590335","tweet_id:1873683106311590335","['@tanyarlfes']"
"AM","@mus_theib","2024-12-30T10:50:25.000Z"," fraksinya ikut ttd uu ppn 12% gak.. Kalau ikutan lucu kritisi yg disepakatinya","0","0","0","21","[]","['@PDI_Perjuangan']","https://x.com/mus_theib/status/1873683049860477045","tweet_id:1873683049860477045","[]"
"Duta Adijaya","@DutaAdijaya","2024-12-30T10:49:38.000Z","Jangan lah, taun depan udah kena PPN 12% jangan juga rakyat jadi korban pebisnis alat-alat test, masker, hand sanitizer dll","0","0","3","260","[]","[]","https://x.com/DutaAdijaya/status/1873682852887634298","tweet_id:1873682852887634298","['@PapersBoy']"
"bibiu","@txtdaribiu","2024-12-30T10:49:12.000Z","Gara gara PPN 12% projek temen w jadi dirombak total set konfigurasi datanya","1","0","0","41","[]","[]","https://x.com/txtdaribiu/status/1873682746771660811","tweet_id:1873682746771660811","['@txtdaribiu']"
"inginketurkey","@fitririshayati","2024-12-30T10:48:22.000Z","Baru juga spot jantung urusan ppn 12%
Sekarang punya client bu rud! Yang mesti ToP dan cad :""(","0","0","0","103","[]","[]","https://x.com/fitririshayati/status/1873682533902360794","tweet_id:1873682533902360794","[]"
"iHan","@han_rnarn","2024-12-30T10:48:10.000Z","Lah iya, tiba2 ada yg nyenggol 01 02 03 apa coba wkwk

Pdhal lagi ributin gamma &amp; ppn 12%","0","1","21","514","[]","[]","https://x.com/han_rnarn/status/1873682487190413500","tweet_id:1873682487190413500","['@itsurboihyl']"
"Yan Farmawan","@FayNay67","2024-12-30T10:47:36.000Z","drama terus berlanjut, masa lalu PDIP nggak bisa dilupakan, ingat ... cuma PKS yg 'tolak' ppn 12 persen (walau akhirnya.. 'persetujuan dg catatan') 
..sial bagi rakyat, PKS di pilkada dki ikutan Club A**ho*e
jadilah PKS gak bisa ikutan lakon 'pahlawan kesiangan'.","0","0","2","236","[]","[]","https://x.com/FayNay67/status/1873682340691726390","tweet_id:1873682340691726390","['@riekediahp']"
"Blevensky58","@Blevensky58","2024-12-30T10:47:14.000Z","Spill aja para penghianat rakyat. Jangan suka merendah kan rakyat miskin Indonesia. Saya berada dibarisan yang menolak PPN 12%. Penjarakan Afadjri Aditia Prayoga karena memperkeruh kondisi ekonomi rakyat. MERDEKA...!!!#FufufafaAibNasional #TolakKenaikanPPN12Persen","0","0","0","68","['#FufufafaAibNasional', '#TolakKenaikanPPN12Persen']","[]","https://x.com/Blevensky58/status/1873682252179312814","tweet_id:1873682252179312814","['@salam4jari']"
"shey","@justdwaeurr","2024-12-30T10:46:55.000Z","ppn 12% is real. Vendorku udah pada sebarin surat","0","0","0","32","[]","[]","https://x.com/justdwaeurr/status/1873682170977694183","tweet_id:1873682170977694183","[]"
"k e t h","@luckystar_0249","2024-12-30T10:44:45.000Z","lusa ppn 12% /(","0","0","0","33","[]","[]","https://x.com/luckystar_0249/status/1873681627370676389","tweet_id:1873681627370676389","[]"
"Fahrul BW","@fahrulbagas1","2024-12-30T10:43:52.000Z","Menteri ESDM Bahlil janjikan PPN 12% untuk BBM tak akan beban rakyat. #bahlillahdalia #PPN","0","0","0","29","['#bahlillahdalia', '#PPN']","[]","https://x.com/fahrulbagas1/status/1873681402375577797","tweet_id:1873681402375577797","[]"
"rin","@dearjuyeons","2024-12-30T10:43:18.000Z","emg gitu dik udara negara ppn 12%","2","0","0","35","[]","[]","https://x.com/dearjuyeons/status/1873681259278590243","tweet_id:1873681259278590243","['@punyajuyeon']"
"","@aecha_xz","2024-12-30T10:42:58.000Z","xin nian kuai le Zhan-ge, kalau aku gak gitu happy karena bakal kena ppn 12%","0","0","2","87","[]","[]","https://x.com/aecha_xz/status/1873681176306811365","tweet_id:1873681176306811365","[]"
"khaizun","@niamkhaizun","2024-12-30T10:42:19.000Z","Bagaimana persepsi kalian tentang kenaikan ppn 12%?","6","0","0","258","[]","[]","https://x.com/niamkhaizun/status/1873681011055509706","tweet_id:1873681011055509706","['@sbyfess']"
"Victor.","@mfagnetic","2024-12-30T10:39:34.000Z","Males ah, nanti kena PPN 12%.","0","0","0","23","[]","[]","https://x.com/mfagnetic/status/1873680323151867979","tweet_id:1873680323151867979","[]"
"Toge","@adjdctedantique","2024-12-30T10:39:29.000Z","2021 - tp relevant buat ngomongin si PPN 12%. Mohon maaf belom berasa benefitnya buat saya si kaum paling middle class ","0","0","0","79","[]","[]","https://x.com/adjdctedantique/status/1873680298451591200","tweet_id:1873680298451591200","[]"
