"Name","Handle","Timestamp","Content","Comments","Retweets","Likes","Analytics","Tags","Mentions","Tweet Link","Tweet ID","Replying To"
"iv","@jingyuzo","2025-03-06T18:34:56.000Z","Kasian banget yg udh pada ngajuin resign apalagi yg punya tanggungan, harus demo sih. Pemerintah sekarang bikin kebijakan sistem uji coba kayak ppn 12%, udah ngeluarin buzzer + menggiring ke ppn u/ barang mewah aja, tetep respon negatif besar akhirnya dibatalin wkwkwk","0","0","0","60","[]","[]","https://x.com/jingyuzo/status/1897717552127918170","tweet_id:1897717552127918170","[]"
"saipul jurnal","@spiceydumpie","2025-03-06T15:09:40.000Z","ga ada PPN 12%","0","0","0","36","[]","[]","https://x.com/spiceydumpie/status/1897665892013769099","tweet_id:1897665892013769099","['@wheeskei', '@vaxxsh', '@xaiueoax', '@pumkimak', '@ultrramlktaro']"
"Noor Azizah Syawal","@NurAzizahSyawal","2025-03-06T14:35:31.000Z","Ini juga bisa dikeluhkan utk PPN 12%. Kemarin itu ditunda doang. Di Coretax aja gamau ngubah jd 11%, tp malah DPPnya yg harus ngalah. Jangan sampai ini ujungnya naik jd 12% betulan kalo kita diem2 bae.","0","0","0","424","[]","[]","https://x.com/NurAzizahSyawal/status/1897657300774801898","tweet_id:1897657300774801898","['@solehsolihun']"
"L-dopa","@dopL77","2025-03-06T14:00:32.000Z","Ini tuh skema ngeprank kayak jaman gas langka, ppn 12%. Terus nanti akan ada kata-kata “atas perintah….” Keputusan diralat.","3","2","43","18K","[]","[]","https://x.com/dopL77/status/1897648495735292244","tweet_id:1897648495735292244","['@ngiungiungiu_']"
"~Air Jeruk Murni Nasional~ teng teng teng~","@SegelasAirJeruk","2025-03-06T09:31:25.000Z","tadi cust malah ribut, dikira ditagih PPn 12% semua gara2 PMK gilak itu 11/12 gara2 tu PMK, coretax jadi error2","1","0","0","150","[]","[]","https://x.com/SegelasAirJeruk/status/1897580769096466667","tweet_id:1897580769096466667","['@hammybrownsugar']"
"Abraham","@Tabrahamicon","2025-03-06T08:16:20.000Z","Kenapa malah bawa case lain? Hoax tolak ppn 12% tpi ujung2nya setuju tuh yg mana? Coba share sini.
Lo kan emg belum minta maaf karena sudah menyebar hoax dan itu ada pidananya. Bahkan kalo mahasiswa yg lo tuduh mau ngurus, bisa banget. Minimal maaf ga sih. Kasian kucing","0","0","4","81","[]","[]","https://x.com/Tabrahamicon/status/1897561875551789557","tweet_id:1897561875551789557","['@Nidacattycatty', '@dhemit_is_back']"
"dhemit_is_back","@dhemit_is_back","2025-03-06T08:09:42.000Z","Yg hoax tolak ppn 12% tp ujung² nya setuju gk dikejar yang mulia ?","2","0","0","707","[]","[]","https://x.com/dhemit_is_back/status/1897560202972647657","tweet_id:1897560202972647657","['@Tabrahamicon', '@Nidacattycatty']"
"dhemit_is_back","@dhemit_is_back","2025-03-06T07:34:33.000Z","Maaf yang mulia, itu kantor magangnya tuh pemimpin legislatif hari ini. Kenapa ga langsung aja aspirasinya pakai jalur orang dalam? Spaya yang didalamnya juga ikutanPPN 12% kemarin gmn yang mulia? Nolak di awal terima di akhir? Dari pada kosong ga ada isi","2","0","0","263","[]","[]","https://x.com/dhemit_is_back/status/1897551358519337259","tweet_id:1897551358519337259","['@Tabrahamicon', '@Nidacattycatty']"
"#PajakKitaUntukKita","@kring_pajak","2025-03-06T05:51:59.000Z","Hai, Kak. 
DPP = 11/12 x 10% x Harga Jual/Penggantian PPN = 12% x DPP atau PPN = 1,1% x Harga Jual/Penggantian.  

Pada gambar yg Kakak lampirkan terdapat kesalahan pada nilai DPP ya Kak. Nilai PPN sudah sesuai.
Tks*Lfah","1","0","0","122","[]","[]","https://x.com/kring_pajak/status/1897525549364560370","tweet_id:1897525549364560370","['@Elizabe27178140']"
"Kndie","@indieeds","2025-03-06T01:15:10.000Z","Ada juga ibu2 yg berdebat nolak PPn 12% sih ","0","0","0","52","[]","[]","https://x.com/indieeds/status/1897455885099905413","tweet_id:1897455885099905413","['@Nasroel_Pm']"
"karin","@gyoza_rinn","2025-03-06T00:19:32.000Z","pulang ke negara ppn 12% uhuyy","0","0","0","39","[]","[]","https://x.com/gyoza_rinn/status/1897441883577839625","tweet_id:1897441883577839625","['@NaughtyRabbith_']"
"Valent B.","@va7ent","2025-03-06T00:04:31.000Z","Kebijakan Pemerintah sejauh ini peak absurdity:
- Efisiensi semua (tapi selektif?) 
- PPN 12% (cancelled) 
- Coretax
- Danantara
- IHSG - Rupiah - Korupsi Antam
- Korupsi Pertamina
- Banjir Jabodetabek
- Akmil 
- Jabatan sipil dipegang berseragam.","3","44","322","15K","[]","[]","https://x.com/va7ent/status/1897438104925167728","tweet_id:1897438104925167728","['@masabersiapp']"
"Saerozi's quote","@saerozi63","2025-03-05T22:19:35.000Z","3X ganti Presiden dgn skandal berbeda, SBY dgn Bank Century, Hambalang,dst;  Jokowi, korupsi di Bea cukai dan ditjen Pajak, PSN IKN,PIK2 dsb; Prabowo; PPN 12% dan baru mulai proyek MBG, Danantara ,Bank Emas., peringatan dini utk Presiden ","0","0","0","234","[]","['@prabowo']","https://x.com/saerozi63/status/1897411698602254520","tweet_id:1897411698602254520","['@saerozi63', '@BarisanPemudaRI']"
"Cah Keren","@CahKeren212","2025-03-05T21:22:55.000Z","Waktu kampanye juga ngga ada tuh Discount listrik 50% 2 bulan, Pemutihan Hutang Petani Nelayan Umkm, Penurunan biaya haji,  penurunan tiket pesawat pas libur nataru, Batal nya kecantikan ppn 12 %","0","0","0","119","[]","[]","https://x.com/CahKeren212/status/1897397438228652043","tweet_id:1897397438228652043","['@NiehandsW', '@MuhadklyAcho']"
"Cah Keren","@CahKeren212","2025-03-05T21:11:56.000Z","Mata hati lho buta apa gimana, Discount listrik 50% 2 bulan, Pemutihan Hutang Petani Nelayan Umkm, Penurunan biaya haji, MBG walaupun masih banyak yg kurang sana sini, penurunan tiket pesawat pas libur natal, Batal nya kecantikan ppn 12 %....Buta mata hati lho tong","0","0","0","104","[]","[]","https://x.com/CahKeren212/status/1897394673293181348","tweet_id:1897394673293181348","['@prabowo', '@adnardn', '@Tangerinenz']"
"BAPAK PEMBANGUNAN FRONTERA","@FronteraFamily","2025-03-05T17:52:44.000Z","boleh.. beruntung kangen msih blum tidak dikenai ppn 12% di negara ini ","0","0","0","52","[]","[]","https://x.com/FronteraFamily/status/1897344542048911393","tweet_id:1897344542048911393","['@awubyy']"
"gg","@gg_02022020","2025-03-05T16:07:01.000Z","Pada pake data kenaikan PPN 12% (which is true) tapi gak bisa tarik data DPP Nilai Lain 11/12.

Tapi kalau Grok at least nanya, kita punya data/dokumen lain gak, nanti ama dia akan dianisis.","0","0","0","82","[]","[]","https://x.com/gg_02022020/status/1897317939369623673","tweet_id:1897317939369623673","[]"
"Dandhy Laksono","@Dandhy_Laksono","2025-03-05T08:21:03.000Z","Wah, kayak PPN 12 persen dan gas melon. Cek ombak, balik kanan.","1","3","36","1.5K","[]","[]","https://x.com/Dandhy_Laksono/status/1897200672745119878","tweet_id:1897200672745119878","['@ZaviKhaerul']"
"alf.fkr","@alf_fkr","2025-03-05T04:21:13.000Z"," faktur pajak yang saya upload di efaktur dekstop kenapa di coretax terbacanya dpp dan dpp nilai lainnya sama, selain itu ppnya masih 11%. Padahal hasil uploadan atau faktur pajak yg di efaktur desktop sudah benar menggunakan dpp nilai lain dan ppn 12% ?","1","0","0","198","[]","['@kring_pajak']","https://x.com/alf_fkr/status/1897140316542787880","tweet_id:1897140316542787880","[]"
"ㅤ ㅤ","@pjnkerbell","2025-03-05T02:30:19.000Z"," min pertahun 2025 apa bener jasa outsourching dikenakan PPN 12%? karena saya dapet PM dari vendor outsourching dan PPNnya 12%","1","0","0","133","[]","['@kring_pajak']","https://x.com/pjnkerbell/status/1897112408390590896","tweet_id:1897112408390590896","[]"
"Bumn Jakarta Terpercaya 4","@bjkterpercaya4","2025-03-04T20:48:44.000Z","ASDP Bebas PPN 12%  PT ASDP Indonesia Ferry (Persero) menegaskan bahwa layanan penyeberangan yang dikelolanya tetap bebas dari PPN, meskipun sempat muncul wacana kenaikan PPN hingga 12%.","1","0","0","25","[]","[]","https://x.com/bjkterpercaya4/status/1897026444204892434","tweet_id:1897026444204892434","[]"
"Bareng Warga - #BebaskanKawanKami","@barengwarga","2025-03-04T15:06:39.000Z","Enteng rahang kalo ngomong, nyuruh orang tompal tampil. Ya kalau kaga mau yaudah sih.

Makan tuh tampil!  gw (admin 1) cobain pas di tolak ppn 12% live dan tapping tv ada sekitar 5-7 kali, belum media cetak dll. niatnya buat awareness dan bisa counter opini aneh komisi 11 DPR x.com/dandankokoro17
…","37","743","3.5K","140K","[]","[]","https://x.com/barengwarga/status/1896940356840853545","tweet_id:1896940356840853545","[]"
"Nathalie","@rempeyek_kcng","2025-03-04T12:05:20.000Z","Kalau he is nothing?, kenapa waktu mau demo ppn 12% sampai semua orang tau?, konflik horizontal itu gak ada gunanya mulai dari topik agama, kebutuhan seksual dan lgbt ngapain dinaikkan cuma untuk nutupin kasus pempus???, yang mulai buzzer bukan orang lain","1","0","12","353","[]","[]","https://x.com/rempeyek_kcng/status/1896894728240759067","tweet_id:1896894728240759067","['@Donquixote_ricx', '@dandankokoro17']"
"Info Ekonomi +62","@ekonomiplus62","2025-03-04T04:34:19.000Z","100 HARI PRESIDEN PRABOWO, SEJUMLAH TEROBOSAN PEMERINTAHAN PRABOWO SELAMA INI, MULAI DARI PEMBERLAKUAN PPN 12% HANYA BARANG MEWAH, PENGHAPUSAN UTANG PETANI,","0","0","0","74","[]","[]","https://x.com/ekonomiplus62/status/1896781226414907477","tweet_id:1896781226414907477","[]"
"DETOX.","@Detoxistence","2025-03-04T04:22:50.000Z","adanya ppn 12% ya!! ","1","0","0","40","[]","[]","https://x.com/Detoxistence/status/1896778337609208284","tweet_id:1896778337609208284","['@Juxyeo', '@Juyeonc']"
"Asep G Kennedy","@FrustRayhan","2025-03-04T04:08:55.000Z","Baru kali ini pola main pahlawannya keliatan banget, pas PPN 12% dan gas elpiji juga keliatan sih","0","0","63","1.6K","[]","[]","https://x.com/FrustRayhan/status/1896774834404929543","tweet_id:1896774834404929543","['@ARSIPAJA']"
"Yourstory","@mommocheese","2025-03-04T03:17:15.000Z","Pagi min  mau tanya,
Saya di perusahaan jasa, ada klien minta fee langsung dikali dengan ppn 12% bukan 11/12 x harga jual. Sudah dijelaskan terkait dpp nilai lain tetapi tetap minta langsung dikali 12%. Jika seperti ini pembuatan faktur pajaknya bagaimana ya?","1","0","0","183","[]","['@kring_pajak']","https://x.com/mommocheese/status/1896761833505312787","tweet_id:1896761833505312787","[]"
"joe kampret","@joekampret1","2025-03-04T00:44:51.000Z","Gara2 PPN 12% dan biaya listrik naik woy Noel 
Pikir dulu baru omon omon","0","0","0","58","[]","[]","https://x.com/joekampret1/status/1896723477178327354","tweet_id:1896723477178327354","['@detikcom']"
"Ngetik","@PakeJari","2025-03-03T13:49:21.000Z","Aslinya besar itu bang, cuma kena potongan pajak sana sini n PPN 12% jd segitu pisangnya. ","1","0","0","50","[]","[]","https://x.com/PakeJari/status/1896558517873709396","tweet_id:1896558517873709396","['@Kazze__']"
"Tempe goreng","@Mendoan234","2025-03-03T12:58:21.000Z","Ini sudah termasuk ppn 12% belum min?","0","0","0","38","[]","[]","https://x.com/Mendoan234/status/1896545680526905702","tweet_id:1896545680526905702","['@idextratime']"
